"id";"extension";"name";"proto";"des";"return";"params"
"3119";"Streams";"stream_get_line";"string stream_get_line(resource handle, int length, string ending)";"Gets line from stream resource up to a given delimiter";"string";
"3120";"Streams";"stream_get_meta_data";"array stream_get_meta_data(resource stream)";"Retrieves header/meta data from streams/file pointers";"array";
"3121";"Streams";"stream_get_transports";"array stream_get_transports()";"Retrieve list of registered socket transports";"array";
"3122";"Streams";"stream_get_wrappers";"array stream_get_wrappers()";"Retrieve list of registered streams";"array";
"3123";"Streams";"stream_register_wrapper";;"Alias of stream_wrapper_register";;
"3124";"Streams";"stream_select";"int stream_select(array &read, array &write, array &except, int tv_sec[, int tv_usec])";"Runs the equivalent of the select() system call on the given arrays of streams with a timeout specified by tv_sec and tv_usec";"int";
"3125";"Streams";"stream_set_blocking";"bool stream_set_blocking(resource stream, int mode)";"Set blocking/non-blocking mode on a stream";"bool";
"3126";"Streams";"stream_set_timeout";"bool stream_set_timeout(resource stream, int seconds[, int microseconds])";"Set timeout period on a stream";"bool";
"3127";"Streams";"stream_set_write_buffer";"int stream_set_write_buffer(resource stream, int buffer)";"Sets file buffering on the given stream";"int";
"3128";"Streams";"stream_socket_accept";"resource stream_socket_accept(resource server_socket[, int timeout[, string &peername]])";"Accept a connection on a socket created by stream_socket_server";"resource";
"3129";"Streams";"stream_socket_client";"resource stream_socket_client(string remote_socket[, int &errno[, string &errstr[, float timeout[, int flags[, resource context]]]]])";"Open Internet or Unix domain socket connection";"resource";
"3130";"Streams";"stream_socket_get_name";"string stream_socket_get_name(resource handle, bool want_peer)";"Retrieve the name of the local or remote sockets";"string";
"3131";"Streams";"stream_socket_recvfrom";"string stream_socket_recvfrom(resource socket, int length[, int flags[, string &address]])";"Receives data from a socket, connected or not";"string";
"3132";"Streams";"stream_socket_sendto";"int stream_socket_sendto(resource socket, string data[, int flags[, string address]])";"Sends a message to a socket, whether it is connected or not";"int";
"3133";"Streams";"stream_socket_server";"resource stream_socket_server(string local_socket[, int &errno[, string &errstr[, int flags[, resource context]]]])";"Create an Internet or Unix domain server socket";"resource";
"3134";"Streams";"stream_wrapper_register";"bool stream_wrapper_register(string protocol, string classname)bool stream_open(string path, string mode, int options, string opened_path)void stream_close()string stream_read(int count)int stream_wri";"Register a URL wrapper implemented as a PHP class";"bool";
"3135";"Strings";"addcslashes";"string addcslashes(string str, string charlist)";"Quote string with slashes in a C style";"string";
"3136";"Strings";"addslashes";"string addslashes(string str)";"Quote string with slashes";"string";
"3137";"Strings";"bin2hex";"string bin2hex(string str)";"Convert binary data into hexadecimal representation";"string";
"3138";"Strings";"chop";;"Alias of rtrim";;
"3139";"Strings";"chr";"string chr(int ascii)";"Return a specific character";"string";
"3140";"Strings";"chunk_split";"string chunk_split(string body[, int chunklen[, string end]])";"Split a string into smaller chunks";"string";
"3141";"Strings";"convert_cyr_string";"string convert_cyr_string(string str, string from, string to)";"Convert from one Cyrillic character set to another";"string";
"3142";"Strings";"convert_uudecode";"string convert_uudecode(string data)";"Decode a uuencoded string";"string";
"3143";"Strings";"convert_uuencode";"string convert_uuencode(string data)";"Uuencode a string";"string";
"3144";"Strings";"count_chars";"mixed count_chars(string string[, int mode])";"Return information about characters used in a string";"mixed";
"3145";"Strings";"crc32";"int crc32(string str)";"Calculates the crc32 polynomial of a string";"int";
"3146";"Strings";"crypt";"string crypt(string str[, string salt])";"One-way string encryption (hashing)";"string";
"3147";"Strings";"echo";"void echo(string arg1[, string argn...])";"Output one or more strings";"void";
"3148";"Strings";"explode";"array explode(string separator, string string[, int limit])";"Split a string by string";"array";
"3149";"Strings";"fprintf";"int fprintf(resource handle, string format[, mixed args])";"Write a formatted string to a stream";"int";
"3150";"Strings";"get_html_translation_table";"array get_html_translation_table(int table[, int quote_style])";"Returns the translation table used by htmlspecialchars and htmlentities";"array";
"3151";"Strings";"hebrev";"string hebrev(string hebrew_text[, int max_chars_per_line])";"Convert logical Hebrew text to visual text";"string";
"3152";"Strings";"hebrevc";"string hebrevc(string hebrew_text[, int max_chars_per_line])";"Convert logical Hebrew text to visual text with newline conversion";"string";
"3153";"Strings";"html_entity_decode";"string html_entity_decode(string string[, int quote_style[, string charset]])";"Convert all HTML entities to their applicable characters";"string";
"3154";"Strings";"htmlentities";"string htmlentities(string string[, int quote_style[, string charset]])";"Convert all applicable characters to HTML entities";"string";
"3155";"Strings";"htmlspecialchars";"string htmlspecialchars(string string[, int quote_style[, string charset]])";"Convert special characters to HTML entities";"string";
"3156";"Strings";"implode";"string implode(string glue, array pieces)";"Join array elements with a string";"string";
"3157";"Strings";"join";;"Alias of implode";;
"3158";"Strings";"levenshtein";"int levenshtein(string str1, string str2)int levenshtein(string str1, string str2, int cost_ins, int cost_rep, int cost_del)int levenshtein(string str1, string str2, function cost)";"Calculate Levenshtein distance between two strings";"int";
"3159";"Strings";"localeconv";"array localeconv()";"Get numeric formatting information";"array";
"3160";"Strings";"ltrim";"string ltrim(string str[, string charlist])";"Strip whitespace from the beginning of a string";"string";
"3161";"Strings";"md5_file";"string md5_file(string filename[, bool raw_output])";"Calculates the md5 hash of a given filename";"string";
"3162";"Strings";"md5";"string md5(string str[, bool raw_output])";"Calculate the md5 hash of a string";"string";
"3163";"Strings";"metaphone";"string metaphone(string str)";"Calculate the metaphone key of a string";"string";
"3164";"Strings";"money_format";"string money_format(string format, float number)";"Formats a number as a currency string";"string";
"3165";"Strings";"nl_langinfo";"string nl_langinfo(int item)";"Query language and locale information";"string";
"3166";"Strings";"nl2br";"string nl2br(string string)";"Inserts HTML line breaks before all newlines in a string";"string";
"3167";"Strings";"number_format";"string number_format(float number[, int decimals])string number_format(float number, int decimals, string dec_point, string thousands_sep)";"Format a number with grouped thousands";"string";
"3168";"Strings";"ord";"int ord(string string)";"Return ASCII value of character";"int";
"3169";"Strings";"parse_str";"void parse_str(string str[, array arr)";"Parses the string into variables";"void";
"3170";"Strings";"print";"int print(string arg)";"Output a string";"int";
"3171";"Strings";"printf";"void printf(string format[, mixed args])";"Output a formatted string";"void";
"3172";"Strings";"quoted_printable_decode";"string quoted_printable_decode(string str)";"Convert a quoted-printable string to an 8 bit string";"string";
"3173";"Strings";"quotemeta";"string quotemeta(string str)";"Quote meta characters";"string";
"3174";"Strings";"rtrim";"string rtrim(string str[, string charlist])";"Strip whitespace from the end of a string";"string";
"3175";"Strings";"setlocale";"string setlocale(mixed category, string locale[, string ...])string setlocale(mixed category, array locale)";"Set locale information";"string";
"3176";"Strings";"sha1_file";"string sha1_file(string filename[, bool raw_output])";"Calculate the sha1 hash of a file";"string";
"3177";"Strings";"sha1";"string sha1(string str[, bool raw_output])";"Calculate the sha1 hash of a string";"string";
"3178";"Strings";"similar_text";"int similar_text(string first, string second[, float percent])";"Calculate the similarity between two strings";"int";
"3179";"Strings";"soundex";"string soundex(string str)";"Calculate the soundex key of a string";"string";
"3180";"Strings";"sprintf";"string sprintf(string format[, mixed args])";"Return a formatted string";"string";
"3181";"Strings";"sscanf";"mixed sscanf(string str, string format[, string var1])";"Parses input from a string according to a format";"mixed";
"3182";"Strings";"str_ireplace";"mixed str_ireplace(mixed search, mixed replace, mixed subject[, int &count])";"Case-insensitive version of str_replace.";"mixed";
"3183";"Strings";"str_pad";"string str_pad(string input, int pad_length[, string pad_string[, int pad_type]])";"Pad a string to a certain length with another string";"string";
"3184";"Strings";"str_repeat";"string str_repeat(string input, int multiplier)";"Repeat a string";"string";
"3185";"Strings";"str_replace";"mixed str_replace(mixed search, mixed replace, mixed subject[, int &count])";"Replace all occurrences of the search string with the replacement string";"mixed";
"3186";"Strings";"str_rot13";"string str_rot13(string str)";"Perform the rot13 transform on a string";"string";
"3187";"Strings";"str_shuffle";"string str_shuffle(string str)";"Randomly shuffles a string";"string";
"3188";"Strings";"str_split";"array str_split(string string[, int split_length])";"Convert a string to an array";"array";
"3189";"Strings";"str_word_count";"mixed str_word_count(string string[, int format])";"Return information about words used in a string";"mixed";
"3190";"Strings";"strcasecmp";"int strcasecmp(string str1, string str2)";"Binary safe case-insensitive string comparison";"int";
"3191";"Strings";"strchr";;"Alias of strstr";;
"3192";"Strings";"strcmp";"int strcmp(string str1, string str2)";"Binary safe string comparison";"int";
"3193";"Strings";"strcoll";"int strcoll(string str1, string str2)";"Locale based string comparison";"int";
"3194";"Strings";"strcspn";"int strcspn(string str1, string str2)";"Find length of initial segment not matching mask";"int";
"3195";"Strings";"strip_tags";"string strip_tags(string str[, string allowable_tags])";"Strip HTML and PHP tags from a string";"string";
"3196";"Strings";"stripcslashes";"string stripcslashes(string str)";"Un-quote string quoted with addcslashes";"string";
"3197";"Strings";"stripos";"int stripos(string haystack, string needle[, int offset])";"Find position of first occurrence of a case-insensitive string";"int";
"3198";"Strings";"stripslashes";"string stripslashes(string str)";"Un-quote string quoted with addslashes";"string";
"3199";"Strings";"stristr";"string stristr(string haystack, string needle)";"Case-insensitive strstr";"string";
"3200";"Strings";"strlen";"int strlen(string string)";"Get string length";"int";
"3201";"Strings";"strnatcasecmp";"int strnatcasecmp(string str1, string str2)";"Case insensitive string comparisons using a natural order algorithm";"int";
"3202";"Strings";"strnatcmp";"int strnatcmp(string str1, string str2)";"String comparisons using a natural order algorithm";"int";
"3203";"Strings";"strncasecmp";"int strncasecmp(string str1, string str2, int len)";"Binary safe case-insensitive string comparison of the first n characters";"int";
"3204";"Strings";"strncmp";"int strncmp(string str1, string str2, int len)";"Binary safe string comparison of the first n characters";"int";
"3205";"Strings";"strpbrk";"array strpbrk(string haystack, string char_list)";"Search a string for any of a set of characters";"array";
"3206";"Strings";"strpos";"int strpos(string haystack, string needle[, int offset])";"Find position of first occurrence of a string";"int";
"3207";"Strings";"strrchr";"string strrchr(string haystack, char needle)";"Find the last occurrence of a character in a string";"string";
"3208";"Strings";"strrev";"string strrev(string string)";"Reverse a string";"string";
"3209";"Strings";"strripos";"int strripos(string haystack, string needle[, int offset])";"Find position of last occurrence of a case-insensitive string in a string";"int";
